source,title,date of collecting,region,seller's name,latest modified date,price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Tipe Properti,Sertifikat,Daya Listrik,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Material Bangunan,Material Lantai,Jumlah Lantai,Hadap,Konsep dan Gaya Rumah,Pemandangan,Terjangkau Internet,Lebar Jalan,Tahun Dibangun,Hook,Kondisi Properti,Tipe Iklan,ID Iklan,Carport,Garasi,Sumber Air,facilities,Perbelanjaan,Transportasi,Kesehatan,Kamar Pembantu,Kamar Mandi Pembantu,Tahun Di Renovasi,Wisata,Others,Sekolah,Ibadah
https://www.rumah123.com/properti/jakarta-timur/hos16230438/,Rumah Bagus Layak Huni Kalisari Pasar Rebo Jakarta Timur,1/31/2024 14:36,"Pasar Rebo, Jakarta Timur",Arman ST ,31 Januari 2024,"Rp 3,5 Miliar",6,4,383 m²,292 m²,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,Unfurnished,,,2,Timur,,,Tidak,,,Tidak,Bagus,Dijual,hos16230438,,2,,"Jalur Telepon,  Taman, Tempat Jemuran",,,"RS Cijantung, RSUD Pasar Rebo",,,,,Kantor Lurah Gedong,,
https://www.rumah123.com/properti/jakarta-timur/hos16230395/,Rumah  Di Jakarta Timur Termurah di Kelas Harga Di Bawah 1 m,1/31/2024 14:36,"Kalisari, Jakarta Timur",Khaidir ,31 Januari 2024,Rp 650 Juta,2,1,52 m²,40 m²,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,Tidak,Tidak,Unfurnished,Batako,Keramik,1,,Modern,Perkotaan,Ya,2 Mobil,2023,Tidak,Baru,Dijual,hos16230395,1,,Sumur Pompa,"Jalur Telepon, Tempat Jemuran, Akses Parkir, Keamanan 24 jam,  One Gate System, Wastafel",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230391/,Turun Harga Rumah Baru Rooftop Dalam Komplek Rawamangun ,1/31/2024 14:37,"Rawamangun, Jakarta Timur",Arman ST ,31 Januari 2024,"Rp 3,5 Miliar",5,4,135 m²,200 m²,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,Unfurnished,,,2,Timur,,,Tidak,,,Tidak,Baru,Dijual,hos16230391,,2,,"Jalur Telepon,  Taman, Tempat Jemuran",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230390/,Dijual Rumah Siap Huni di Pulo Gebang Permai Jakarta Timur ,1/31/2024 14:37,"Pulogebang, Jakarta Timur",Syanti ,31 Januari 2024,"Rp 1,4 Miliar",3,3,90 m²,120 m²,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,1,Ya,Ya,Unfurnished,,,2,,,Perkotaan,Ya,3 Mobil,,Tidak,Bagus,Dijual,hos16230390,,,PAM atau PDAM,"Tempat Jemuran, Keamanan 24 jam",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230373/,Rumah 2lt 8x14 112m Type 4kt di Cluster Mississippi Jgc Cakung,1/31/2024 14:38,"Cakung, Jakarta Timur",Natasya ,31 Januari 2024,"Rp 2,4 Miliar",4,3,112 m²,168 m²,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",7700 Watt,,Ya,Ya,Semi Furnished,,,2,,Minimalis Modern,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual,hos16230373,2,,PAM atau PDAM,"Taman, Akses Parkir, Keamanan 24 jam,  Playground",,"Stasiun Cakung, Stasiun Buaran, Stasiun Klender Baru","RSIA Resti Mulya, RS Harapan Jayakarta",1,1,,,Walikota Jakarta Timur,,
https://www.rumah123.com/properti/jakarta-timur/hos16230351/,Rumah 2 lantai DP 0% siap huni di Cibubur free biaya Deket lrt,1/31/2024 14:38,"Cipayung, Jakarta Timur",Kak Arang ,31 Januari 2024,Rp 765 Juta,3,2,60 m²,65 m²,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,Ya,Ya,Semi Furnished,Bata Hebel,Granit,2,Timur,Modern,Perkotaan,Ya,2 Mobil,2024,Ya,Baru,Dijual,hos16230351,,,Sumur Bor,"Jalur Telepon,  Keamanan, Taman, Tempat Jemuran,  CCTV, Keamanan 24 jam,  One Gate System, Wastafel, Lapangan Bola",Kuttab Al Fatih Ceger,,"RSUD Cipayung, RSU Adhyaksa",,,,TMII,,IHBS,"Masjid Al Falah Bambu Apus, Masjid Al Ikhlas Bambu Apus"
https://www.rumah123.com/properti/jakarta-timur/hos15448178/," Rumah Unfurnished Butuh Renovasi SHM - Sertifikat Hak Milik di Jl. Vila Nusa Indah Raya, Klender",1/31/2024 14:56,"Klender, Jakarta Timur",Teeka Sahetapy ,31 Januari 2024,"Rp 2,65 Miliar",2,1,126 m²,94 m²,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,Ya,Ya,Unfurnished,,Keramik,1,,Minimalis,Perkotaan,Ya,2 Mobil,1988,Tidak,Butuh Renovasi,Dijual,hos15448178,1,,PAM atau PDAM,"Masjid, Taman, Tempat Jemuran, Akses Parkir,  Tempat Laundry, Tempat Gym",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos12577452/,"Dijual Rumah Dekat Klender,tol Becakayu,cipinang Muara,,dki Jakarta,jakarta Timur",1/31/2024 14:57,"Cipinang, Jakarta Timur",zahira anita ,31 Januari 2024,Rp 671 Juta,2,2,29 m²,57 m²,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,Bata Hebel,Granit,2,Utara,Minimalis Modern,Pemukiman Warga,Ya,2 Mobil,2023,Tidak,Baru,Dijual,hos12577452,1,1,PAM atau PDAM,"Ac, CCTV,  Keamanan,  Taman, Tempat Jemuran, Keamanan 24 jam,  One Gate System,  Playground, Pemanas Air",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16232160/,"Rumah Strategis Akses Mudah di Cawang, Jatinegara, Jakarta Timur",1/31/2024 15:00,"Jatinegara, Jakarta Timur",Danil ,31 Januari 2024,"Rp 1,9 Miliar",6,4,167 m²,141 m²,Rumah,HGB - Hak Guna Bangunan,3300 Watt,1,Ya,Ya,,,,2,,,,Ya,,,Tidak,Bagus,Dijual,hos16232160,2,,PAM atau PDAM,"Jalur Telepon,  Taman, Tempat Jemuran",,"Stasiun Matraman, Terminal Kampung Melayu","RS Premier Jatinegara, RS Pengayoman Cipinang, RS Hermina Jatinegara",,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos9786381/,"Dijual Rumah Siap Huni Semi Furnished Di Perumahan Malaka Country Estate, Pondok Kopi, Duren Sawit, Jakarta Timur",1/31/2024 15:01,"Duren Sawit, Jakarta Timur",Chi Yen ,31 Januari 2024,"Rp 3,4 Miliar",4,4,140 m²,300 m²,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,Semi Furnished,,,2,Utara,,,,,,,Bagus,Dijual,hos9786381,,,,,,Terminal Klender,"RSIA Asta Nugraha, RS Yadika Pondok Bambu, RSIA Sayyidah, RSKD Duren Sawit, RS Alia Hospital, RSIA SamMarie Basra",1,1,,,"Duren Sawit, Pondok Kopi Bekasi",,
