source,title,date of collecting,region,seller's name,latest modified date,price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Material Bangunan,Material Lantai,Jumlah Lantai,Hadap,Konsep dan Gaya Rumah,Pemandangan,Terjangkau Internet,Lebar Jalan,Tahun Dibangun,Sumber Air,Hook,Kondisi Properti,Tipe Iklan,ID Iklan,facilities,Kesehatan,Perbelanjaan,Sekolah,Transportasi,Wisata,Kamar Pembantu,Kamar Mandi Pembantu,Garasi,Others,Ibadah,Tahun Di Renovasi
https://www.rumah123.com/properti/jakarta-selatan/hos15637630/,"Rumah At Jl Pejaten Raya, Pasar Minggu, Jaksel",12/29/2023 21:22,"Pejaten, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 19,9 Miliar",8,5,1075 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637630,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637624/,"Rumah Newly Renovated At Jl Rambai, Kebayoran Baru, Jaksel",12/29/2023 21:22,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 34 Miliar,9,7,820 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637624,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637623/,"Rumah Dalam Komplek At Jl Simprug Golf, Jaksel",12/29/2023 21:22,"Simprug, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 40 Miliar,5,5,675 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637623,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637627/,"Rumah At Jl Sungai Sambas, Kebayoran Baru",12/29/2023 21:22,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 7,9 Miliar",4,4,214 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637627,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637626/,"Rumah At Jl Dukuh Patra, Jaksel",12/29/2023 21:23,"Kuningan, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 250 Miliar,15,15,5652 m²,2000 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637626,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637622/,"Rumah Spektakuler At Bukit Golf Pondok Indah, Jaksel",12/29/2023 21:23,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 270 Miliar,11,8,4260 m²,2700 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637622,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637629/,"Rumah Dgn Taman At Jl Darmawangsa, Kebayoran Baru",12/29/2023 21:23,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 29 Miliar,5,4,569 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637629,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637616/,"Exclusive Guest House At Jl Pulo Raya , Kebayoran Baru, Jaksel",12/29/2023 21:24,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 16,8 Miliar",30,29,700 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637616,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637614/,"Rumah At Jl Alam Asri, Pondok Indah",12/29/2023 21:24,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 25 Miliar,4,3,425 m²,399 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637614,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637613/,"Rumah At Jl Cikajang , Kebayoran Baru, Jaksel",12/29/2023 21:24,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 22 Miliar,5,3,250 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637613,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637619/,"Rumah At Jl Patal Senayan, Jaksel",12/29/2023 21:24,"Senayan, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 47 Miliar,4,4,616 m²,335 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637619,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637621/,"Rumah At Jl Bangka, Kemang, Jaksel",12/29/2023 21:24,"Kemang, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 39 Miliar,11,10,1143 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637621,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637618/,"Rumah Dalam Komplek At Jl Simprug Golf, Jaksel",12/29/2023 21:24,"Simprug, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 20,5 Miliar",6,5,279 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637618,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637615/,"Rumah Bagus Depan Taman At Jl Martimbang, Kebayoran Baru ",12/29/2023 21:24,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 55 Miliar,6,5,865 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637615,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637620/,"Rumah At Jl Patal Senayan, Jaksel",12/29/2023 21:24,"Senayan, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 17 Miliar,6,4,295 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637620,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637612/,"Rumah At Jl Tirtayasa Raya, Kebayoran Baru",12/29/2023 21:25,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 43 Miliar,5,3,599 m²,764 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637612,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637611/,"Rumah At Jl Wijaya , Melawai, Kebayoran Baru",12/29/2023 21:25,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 50 Miliar,6,5,585 m²,550 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637611,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637610/,"Rumah Spektakuler At Bukit Golf Pondok Indah, Jaksel",12/29/2023 21:25,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 185 Miliar,13,13,1620 m²,1450 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637610,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637680/,"Rumah At Jl Dukuh Patra , Kuningan, Jaksel",12/29/2023 21:25,"Kuningan, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 28,8 Miliar",7,5,626 m²,257 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637680,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637608/,"Rumah At Jl Suren, Senopati, Kebayoran Baru",12/29/2023 21:25,"Senopati, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 27 Miliar,4,4,403 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637608,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637607/,"Rumah At Jl Laksana, Senopati, Kebayoran Baru",12/29/2023 21:25,"Senopati, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 21 Miliar,4,4,385 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637607,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637681/,"Rumah At Jl Ruby , Permata Hijau, Kebayoran Lama",12/29/2023 21:25,"Permata Hijau, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 28,5 Miliar",6,5,600 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637681,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637679/,"Rumah At Jl Kavling Polri , Ampera, Jaksel",12/29/2023 21:25,"Ampera, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 9,5 Miliar",6,5,528 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637679,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637605/,"Rumah At Jl Metro Pondok Indah, Jaksel",12/29/2023 21:25,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 48 Miliar,6,5,1375 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637605,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637606/,"Rumah At Jl Laksana, Senopati, Kebayoran Baru",12/29/2023 21:26,"Senopati, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 16,5 Miliar",3,3,317 m²,147 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637606,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637670/,"Luxurious Modern Classic At Jl Gedung Hijau Ry, Pondok Indah",12/29/2023 21:26,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 70 Miliar,10,8,808 m²,1000 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637670,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637678/,"Rumah Depan Taman At Jl Kerinci , Gunung, Kebayoran Baru",12/29/2023 21:26,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 13,5 Miliar",5,4,200 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637678,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637672/,"Rumah At Jl Palem , Cipete, Jaksel",12/29/2023 21:26,"Cipete, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 17,5 Miliar",6,4,635 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637672,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637676/,"Rumah , Townhouse Senayan Jl Patal Senayan , Kebayoran Lama",12/29/2023 21:26,"Senayan, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 19 Miliar,6,7,160 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637676,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637675/,"Exclusive Guest House At Jl Pangeran Antasari, Jaksel",12/29/2023 21:26,"Cilandak, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 55 Miliar,30,29,1498 m²,2600 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637675,,"RS Mayapada Jakarta Selatan, RSUP Fatmawati, RS Siloam TB Simatupang, RS Prikasih, RS Setia Mitra, Klinik Mata Nusantara",Citos,Sekolah Perancis,"MRT Fatmawati, MRT Haji Nawi, Stasiun MRT Cipete Raya, Stasiun Mrt Lebak Bulus, Stasiun Lebak Bulus, Stasiun Mrt Fatmawati",Museum Layang-Layang,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637673/,"Rumah Dekat Mall Pim At Jl Kartika Utama, Pondok Indah",12/29/2023 21:26,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 21 Miliar,5,4,534 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637673,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637669/,Rumah Spektakuler At Bukit Golf Pondok Indah,12/29/2023 21:26,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 100 Miliar,10,7,1595 m²,700 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637669,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637674/,"Rumah Asri Dan Tenang At Jl Dukuh Patra , Kuningan, Jaksel",12/29/2023 21:27,"Kuningan, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 42 Miliar,4,4,624 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637674,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637668/,"Rumah Modern At Jl Lamandau, Kebayoran Baru, Jaksel",12/29/2023 21:27,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 19 Miliar,5,5,375 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637668,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637661/,"Kantor , Rumah At Zona Komersial, Jl Palatehan, Kebayoran Baru",12/29/2023 21:27,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 55 Miliar,6,6,876 m²,776 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637661,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637664/,"Rumah At Jl Terusan Hang Lekir, Kebayoran Lama, Jaksel",12/29/2023 21:27,"Kebayoran Lama, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 33 Miliar,5,4,573 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637664,,"RS Pondok Indah, RS Kartini Jakarta, RS Bhayangkara Lemdiklat Polri, RSUD Kebayoran Lama, RS Yadika Kebayoran Lama","Gandaria City, ITC Permata Hijau, Pondok Indah Mall","Binus School Simprug, SMAK Tirtamarta","Stasiun Kebayoran, Terminal Lebak Bulus, Stasiun Kebayoran Lama",Kampung Main Cipulir,,,,"Daerah Kweni Kebayoran Lama, Jalan Praja Jakarta, Pertamina Foundation Simprug, Pondok Indah Water Park",,
https://www.rumah123.com/properti/jakarta-selatan/hos15637667/,"Rumah Luas At Jl Lamandau, Kebayoran Baru, Jaksel",12/29/2023 21:27,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 40 Miliar,7,6,517 m²,393 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637667,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637659/,"Rumah Dalam Komplek At Jl Cirendeu Permai, Lebak Bulus",12/29/2023 21:27,"Lebak Bulus, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 4,6 Miliar",6,4,350 m²,190 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637659,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637662/,"Rumah At Jl Terogong Kecil, Pondok Indah one Gated System ",12/29/2023 21:27,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 38,5 Miliar",8,5,895 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637662,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637663/,"Rumah At Jl Iskandarsyah, Kebayoran Baru, Jaksel",12/29/2023 21:27,"Kebayoran Baru, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 75 Miliar,8,8,850 m²,1200 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637663,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15637658/,"Rumah Dgn Golf View At Jl Sekolah Kencana, Pondok Indah",12/29/2023 21:27,"Pondok Indah, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 83 Miliar,8,6,1935 m²,1400 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637658,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637655/,"Rumah Asri At Jl Anggur , Cipete, Jaksel",12/29/2023 21:28,"Cipete, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 29,3 Miliar",8,8,1335 m²,1285 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637655,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637653/,"Rumah Modern Dalam Komplek At Jl Pejaten Barat, Jaksel",12/29/2023 21:28,"Pejaten, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 17,5 Miliar",6,5,397 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637653,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637657/,"Kantor , Rumah At Zona Komersial, Jl Hj Tutty Alawiyah, Jaksel",12/29/2023 21:28,"Warung Buncit, Jakarta Selatan",Wendy LIM ,15 Desember 2023,"Rp 34,8 Miliar",4,4,1039 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637657,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637650/,"Rumah Brandnew In Progress At Jl Gaharu , Cipete, Jaksel",12/29/2023 21:28,"Cipete, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 21 Miliar,6,6,474 m²,900 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637650,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15637648/,"Rumah Megah At Jl Mirah Hati, Permata Hijau, Jaksel",12/29/2023 21:28,"Permata Hijau, Jakarta Selatan",Wendy LIM ,15 Desember 2023,Rp 52 Miliar,9,9,1190 m²,1050 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,1,,,,,,,,,Bagus,Dijual,hos15637648,,,,,,,,,,,,
